n theta An Bn 
0,0,113754.4921875,-0.0
0,5,111552.75,-0.0
0,10,116265.140625,-0.0
0,15,110366.5546875,-0.0
0,20,117881.2109375,-0.0
0,25,110099.9453125,-0.0
0,30,116077.09375,-0.0
0,35,111286.3359375,-0.0
0,40,112805.296875,-0.0
0,45,113364.6484375,-0.0
0,50,110915.9296875,-0.0
0,55,116353.3515625,-0.0
0,60,110676.2578125,-0.0
0,65,118248.8125,-0.0
0,70,110735.1015625,-0.0
0,75,116912.609375,-0.0
0,80,111863.75,-0.0
0,85,113727.9375,-0.0
0,90,113767.765625,-0.0
0,95,111548.34375,-0.0
0,100,116265.4296875,-0.0
0,105,110367.171875,-0.0
0,110,117881.3984375,-0.0
0,115,110104.96875,-0.0
0,120,116077.2265625,-0.0
0,125,111286.4296875,-0.0
0,130,112805.4921875,-0.0
0,135,113377.140625,-0.0
0,140,110911.3125,-0.0
0,145,116353.3125,-0.0
0,150,110675.4921875,-0.0
0,155,118248.7109375,-0.0
0,160,110741.0625,-0.0
0,165,116914.21875,-0.0
0,170,111863.96875,-0.0
0,175,113728.546875,-0.0
0,180,113757.78125,-0.0
0,185,111555.1484375,-0.0
0,190,116257.453125,-0.0
0,195,110366.9375,-0.0
0,200,117885.4375,-0.0
0,205,110100.03125,-0.0
0,210,116077.3671875,-0.0
0,215,111280.9921875,-0.0
0,220,112808.7109375,-0.0
0,225,113364.734375,-0.0
0,230,110916.3125,-0.0
0,235,116346.921875,-0.0
0,240,110678.28125,-0.0
0,245,118252.53125,-0.0
0,250,110733.421875,-0.0
0,255,116911.03125,-0.0
0,260,111858.8125,-0.0
0,265,113731.78125,-0.0
0,270,113755.7265625,-0.0
0,275,111554.296875,-0.0
0,280,116265.2890625,-0.0
0,285,110367.125,-0.0
0,290,117881.359375,-0.0
0,295,110099.9921875,-0.0
0,300,116077.421875,-0.0
0,305,111286.2578125,-0.0
0,310,112805.359375,-0.0
0,315,113364.71875,-0.0
0,320,110916.1640625,-0.0
0,325,116353.6328125,-0.0
0,330,110677.0,-0.0
0,335,118248.2421875,-0.0
0,340,110733.109375,-0.0
0,345,116910.765625,-0.0
0,350,111863.84375,-0.0
0,355,-7.639704044417283e+19,6.452512852657808e+19
1,0,836.541699427715,-26.055995252500352
1,5,498.09224733043806,197.00558351164656
1,10,566.6616407188728,-610.1159797282206
1,15,354.54981158256373,-264.31135264808324
1,20,604.8008709568905,-386.75070552428025
1,25,515.4808440015944,84.06823553655177
1,30,721.3456665908625,-308.3403474340212
1,35,-273.28802955924397,-586.7445846600792
1,40,-566.3404569753136,-308.1011866022331
1,45,734.3492655354468,156.99185813891444
1,50,288.4164705431384,123.85563300109911
1,55,-565.5351992801227,-630.5300829348249
1,60,-189.19241792847257,-181.66070754055346
1,65,755.5075871616609,-104.721594436745
1,70,358.167639019605,240.1306655436623
1,75,659.7713660926555,-356.4126886984257
1,80,-254.5609603456196,-659.2311187454392
1,85,-587.8806206493014,-459.9636865253569
1,90,836.6476198558532,-30.46130242375488
1,95,498.5046893225907,194.97060621068167
1,100,566.3732722063295,-609.7060803835295
1,105,354.21511972667,-264.21720779194027
1,110,604.852172235061,-386.62820001904873
1,115,516.1131592032858,83.99115913354804
1,120,721.366066163256,-308.29277467266064
1,125,-273.2158232532935,-586.7635334396558
1,130,-566.2733555073817,-308.18262041858867
1,135,734.2743506027423,156.8088028628742
1,140,288.41464862852206,123.62953774703902
1,145,-564.8938238012308,-630.6660395426193
1,150,-188.57256990197058,-181.78887579452706
1,155,755.3110412291667,-104.55734174762027
1,160,358.3385580509737,240.6115844482033
1,165,659.873552019324,-356.17990442453686
1,170,-254.3284825309313,-659.5952665700208
1,175,-588.1209148562725,-459.2921613241885
1,180,837.6538034302234,-28.33767671276842
1,185,499.08964701029504,195.98476573541294
1,190,566.0375313645023,-610.800563621451
1,195,354.15707527754097,-264.91256581342634
1,200,606.1663192904662,-383.8815603290849
1,205,515.8577732614363,84.06742272834106
1,210,721.6811869312872,-307.91570336387355
1,215,-273.9543046148078,-586.2417251203462
1,220,-566.9576187840624,-308.3661670851586
1,225,734.370322604757,157.068223914261
1,230,288.6563954553807,123.86899067238667
1,235,-566.3462734833644,-630.1011628926658
1,240,-189.5402021602522,-181.34765082697487
1,245,755.8981871453167,-100.67988327484912
1,250,358.64838005012206,239.95448308105608
1,255,659.7140271972157,-356.4330459887547
1,260,-255.38518656782654,-658.561051691388
1,265,-588.3460639222145,-460.0533789294026
1,270,836.7019642432053,-29.79508126869356
1,275,498.7915680050291,195.7248592358423
